Language,Text,Cleaned_Text
Swahili,"Gharama za kila shughuli ya posta ( uchakataji wa barua , uwasilishaji , nk ) ambayo inaweza kuhusishwa kwa kiwango cha barua , ni kwa jumla ya ujazo ili kupata makadirio ya gharama za marginal .",gharama za kila shughuli ya posta uchakataji wa barua uwasilishaji nk ambayo inaweza kuhusishwa kwa kiwango cha barua ni kwa jumla ya ujazo ili kupata makadirio ya gharama za marginal
Sheng,Manzi tuna-chill mtaa.,manzi tunachill mtaa
Swahili,"Kwa mfano , shirika moja la masomo masomo shirika la masomo la miezi 3 ili retrain kuhusu wafanyakazi 2,000 wa kihistoria katika ujuzi wa usimamizi wa mradi .",kwa mfano shirika moja la masomo masomo shirika la masomo la miezi 3 ili retrain kuhusu wafanyakazi 2000 wa kihistoria katika ujuzi wa usimamizi wa mradi
Sheng,Buda tuna-chill area.,buda tunachill area
English,"The product was to replace a previous unit I had and it worked just as well as the previous one. Only beef I had was the shipping was managed by Landmark Global and the delivery person just left the package outside the side door of my home - not even within the screen door of that entry, but outside on the driveway itself - very disappointed and disconcerting.",the product was to replace a previous unit i had and it worked just as well as the previous one only beef i had was the shipping was managed by landmark global and the delivery person just left the package outside the side door of my home not even within the screen door of that entry but outside on the driveway itself very disappointed and disconcerting
English,Excellent product. is a power full supplement when the racing for the long distances,excellent product is a power full supplement when the racing for the long distances
Swahili,"Wasikunyakueni kutoka kwa baridi , kibarani , pepo za kaskazini na milima ya vosges , mizabibu ya alsace enjoy microclimate kwa ajili ya kuzalisha divai nyeupe ambazo , shikilia na divai maarufu zaidi ya bourgeoisie na bori .",wasikunyakueni kutoka kwa baridi kibarani pepo za kaskazini na milima ya vosges mizabibu ya alsace enjoy microclimate kwa ajili ya kuzalisha divai nyeupe ambazo shikilia na divai maarufu zaidi ya bourgeoisie na bori
Kikuyu,Calcium ĩhothaga elektroni igirĩ na gutwika cation ina caji igirĩ positive.,calcium ĩhothaga elektroni igirĩ na gutwika cation ina caji igirĩ positive
English,"So disappointed in this product. Ergonomically it’s average efficiency, however be ready to get surprised non-performance when you really need to deliver. Since I’m a frequent traveler I like wireless gadgets but this one would deceive you right now when you are in need.",so disappointed in this product ergonomically its average efficiency however be ready to get surprised nonperformance when you really need to deliver since im a frequent traveler i like wireless gadgets but this one would deceive you right now when you are in need
Sheng,Huyu boy ime-weza mtaa.,huyu boy imeweza mtaa
Swahili,D kwa pedestal .,d kwa pedestal
Sheng,Arif wame-kam mashinani.,arif wamekam mashinani
Swahili,Bado amebeba kwa jina lake la asili la krutenau ( mboga waterway ) .,bado amebeba kwa jina lake la asili la krutenau mboga waterway
English,"They work, but the silicone strap is very uncomfortable, if it had been a different material on that part I would give it 5 stars.",they work but the silicone strap is very uncomfortable if it had been a different material on that part i would give it 5 stars
Kikuyu,'Andũ makwenda kũgũithia ndamathia',andũ makwenda kũgũithia ndamathia
Sheng,Arif ana-dai base.,arif anadai base
Sheng,Rasta ana-zusha mashinani.,rasta anazusha mashinani
Kikuyu,Kĩharo kĩa mbere gĩekĩirũo njũng'wa-inĩ ya AMC Theatres thĩinĩ wa King Abdullah Financial District ya Riyadh.,kĩharo kĩa mbere gĩekĩirũo njũngwainĩ ya amc theatres thĩinĩ wa king abdullah financial district ya riyadh
English,"Good travel size toothpaste. After a 6 day trip -- it was stretching it -- but good travel size. If longer than 5 days, suggest bringing two.",good travel size toothpaste after a 6 day trip it was stretching it but good travel size if longer than 5 days suggest bringing two
Sheng,Buda tuna-chill downtown.,buda tunachill downtown
Kikuyu,City ya Nantong irĩ igũrũ mũno ta 2 m.,city ya nantong irĩ igũrũ mũno ta 2 m
English,They don't hold an edge like they use to. I don't think they use good steel anymore. It's the old cheapen the product to keep the cost down.,they dont hold an edge like they use to i dont think they use good steel anymore its the old cheapen the product to keep the cost down
English,The inside decals where coming off not even stuck to the house. Very cheap looking quality not that great!,the inside decals where coming off not even stuck to the house very cheap looking quality not that great
Swahili,"Ofisi ya new york ya slate , ambapo jacob hung laptop yake .",ofisi ya new york ya slate ambapo jacob hung laptop yake
Kikuyu,"mabataro ma nyarĩrĩ maMũndũnĩ:Mĩhũũmũ, irio,maaĩ, thingira, matonyo na toro.",mabataro ma nyarĩrĩ mamũndũnĩmĩhũũmũ iriomaaĩ thingira matonyo na toro
Sheng,Ma-dem ime-weza chuom.,madem imeweza chuom
Sheng,Manzi ina-bamba chuom.,manzi inabamba chuom
English,"Fits very well and looks very amazing! The power button on the case broke, so I ordered another one",fits very well and looks very amazing the power button on the case broke so i ordered another one
English,If only they more sharper they would be perfect. My dog tolerates the sound its just that they aren't sharp enough to cut his hair. I say hair because he is a Yorkie.,if only they more sharper they would be perfect my dog tolerates the sound its just that they arent sharp enough to cut his hair i say hair because he is a yorkie
Sheng,Msee tuna-chill base.,msee tunachill base
Kikuyu,Dongpingcounty irĩa nene yaChina.,dongpingcounty irĩa nene yachina
Sheng,Manzi ana-dai area.,manzi anadai area
English,"I used this two times on one spot and it didn't turn the hair blonde. It stayed half dark, half coppery brown. For the price, it's not really worth it. It works about as well as any of the less expensive products.",i used this two times on one spot and it didnt turn the hair blonde it stayed half dark half coppery brown for the price its not really worth it it works about as well as any of the less expensive products
Sheng,Arif ina-lapa mashinani.,arif inalapa mashinani
Swahili,Na bila ya shaka wakati huo ulikuwa mwisho wa muda wangu .,na bila ya shaka wakati huo ulikuwa mwisho wa muda wangu
English,"The sizes aren’t consistent, the gray and white fit perfectly and are comfortable. The black is a bit smaller but still comfortable. The nude straps seem shorter than the others and cuts a bit into my underarm. Side tags are bothersome as I have sensitive skin and I suggest them going tag free. They are a more comfortable option than underwire bra and look well under clothing.",the sizes arent consistent the gray and white fit perfectly and are comfortable the black is a bit smaller but still comfortable the nude straps seem shorter than the others and cuts a bit into my underarm side tags are bothersome as i have sensitive skin and i suggest them going tag free they are a more comfortable option than underwire bra and look well under clothing
Swahili,Lakini uh hadi sasa tumeweza kushikilia yetu kwa kujaribu kuweka bajeti ya kila mwezi,lakini uh hadi sasa tumeweza kushikilia yetu kwa kujaribu kuweka bajeti ya kila mwezi
Swahili,Na uh kila wakati anataka kukata bajeti moja au kufanya kitu kingine au jaribu kufanya kitu unajua anaanza kupiga nduru wao kuchangisha kodi na na kata mipango yoyote na yeye kama nini. we jamaa unataka me ?,na uh kila wakati anataka kukata bajeti moja au kufanya kitu kingine au jaribu kufanya kitu unajua anaanza kupiga nduru wao kuchangisha kodi na na kata mipango yoyote na yeye kama nini we jamaa unataka me
Swahili,Lakini kila mtu anafanya kazi na wao watoto wao siku ya kuzaliwa na kuondoka nao na sijui sitaki tu. sitaki watu usiowajua kulea watoto wangu .,lakini kila mtu anafanya kazi na wao watoto wao siku ya kuzaliwa na kuondoka nao na sijui sitaki tu sitaki watu usiowajua kulea watoto wangu
English,Not strong enough to say attached. Sending back.,not strong enough to say attached sending back
Kikuyu,Nigetha irute wĩra ũyũ nĩ citumagĩrathayathi ya ũhanĩkiĩria ĩthomagwo nĩ andũ metagũo Actuarians.,nigetha irute wĩra ũyũ nĩ citumagĩrathayathi ya ũhanĩkiĩria ĩthomagwo nĩ andũ metagũo actuarians
Kikuyu,Na njĩra nguhĩ nĩ maumĩrĩra ma wĩra wakĩbindo.,na njĩra nguhĩ nĩ maumĩrĩra ma wĩra wakĩbindo
Sheng,Msee wame-kam kwa keja.,msee wamekam kwa keja
Swahili,"Hasa , inataka $ 90,000 kwa faili ya telegrams na barua imetumwa katika majibu ya hotuba maarufu ya nixon ya nixon .",hasa inataka 90000 kwa faili ya telegrams na barua imetumwa katika majibu ya hotuba maarufu ya nixon ya nixon
English,"I bought this in October and only used it a couple times to put up, and take down christmas lights. I take it out for the spring and I notice the top run has snapped off so it is swinging out. I expect more out of a ladder that is so expensive",i bought this in october and only used it a couple times to put up and take down christmas lights i take it out for the spring and i notice the top run has snapped off so it is swinging out i expect more out of a ladder that is so expensive
Swahili,"Kijapani ya kisasa , yeye , kuuliza na fomu ya archaic ya kikorea ambayo alichukua root nchini japani lakini alikuwa korea wakati wa karne kadhaa za kwanza .",kijapani ya kisasa yeye kuuliza na fomu ya archaic ya kikorea ambayo alichukua root nchini japani lakini alikuwa korea wakati wa karne kadhaa za kwanza
Sheng,Donda wame-kam chuom.,donda wamekam chuom
Sheng,Rasta ana-dai chuom.,rasta anadai chuom
Swahili,"Watetezi kama kwa kuwa upotevu ana mtu yeyote , lakini watoto wanakufa kila mwaka kutoka kwa sumu ya chakula .",watetezi kama kwa kuwa upotevu ana mtu yeyote lakini watoto wanakufa kila mwaka kutoka kwa sumu ya chakula
Swahili,I think my daughter aliongea mtu kwa carolina ni nini hiyo ni shule juu hapo that uh,i think my daughter aliongea mtu kwa carolina ni nini hiyo ni shule juu hapo that uh
Sheng,Rasta tuna-chill kwa matha.,rasta tunachill kwa matha
English,"This thing worked okay the first time after they basically fall over every time I try to put my boat on top my Element. The racks are nothing but frustrating to use so your money is better spent on something more useful. The worst part, I was trick into buying them by the five star reviews. Only to discover after I received this item, they bribe you into giving them a five star review with “free” gift.",this thing worked okay the first time after they basically fall over every time i try to put my boat on top my element the racks are nothing but frustrating to use so your money is better spent on something more useful the worst part i was trick into buying them by the five star reviews only to discover after i received this item they bribe you into giving them a five star review with free gift
Kikuyu,Cenita ici itethagia kambuni na gwataniro kwĩhariria nĩgetha iga thegea mĩaka ĩgoka.,cenita ici itethagia kambuni na gwataniro kwĩhariria nĩgetha iga thegea mĩaka ĩgoka
Kikuyu,Green herb like njegeni but edible.,green herb like njegeni but edible
Kikuyu,Kenya nĩ mbogo nyingĩ cĩa githakaini no gűtiri cia műciĩ.,kenya nĩ mbogo nyingĩ cĩa githakaini no gűtiri cia műciĩ
Kikuyu,"Ndurumeni ĩrarũmĩrĩra Ray, ũrĩa arĩ mũmbirarũ atana-ikio njera na rĩoho rĩa mĩeri 18 na ihĩtia rĩa kũũraga comba.",ndurumeni ĩrarũmĩrĩra ray ũrĩa arĩ mũmbirarũ atanaikio njera na rĩoho rĩa mĩeri 18 na ihĩtia rĩa kũũraga comba
English,A friend had sunburn on her back after the first day of being out in the Hawaiian sun. Applied this at night and she felt immediate relief and minimal pain the next morning. I recommend putting it in the fridge to add an extra relief when it is applied.,a friend had sunburn on her back after the first day of being out in the hawaiian sun applied this at night and she felt immediate relief and minimal pain the next morning i recommend putting it in the fridge to add an extra relief when it is applied
English,"I could have given a zero star. The product is a waste of money and the service is pathetic, I accidentally ordered the same product twice and they would not allow returns.",i could have given a zero star the product is a waste of money and the service is pathetic i accidentally ordered the same product twice and they would not allow returns
Sheng,Buda ana-zusha chuom.,buda anazusha chuom
Sheng,Manzi ame-hepa downtown.,manzi amehepa downtown
Sheng,Buda ime-weza downtown.,buda imeweza downtown
Swahili,"Na mimi don na sababu i ni kwa sababu nina gorbachev na mshauri wake ni mimi kwa sababu ilikuwa ni nikita khrushchev naamini najua ni moja ya shule ya zamani ya zamani na uh he is a , . ni marxist leninist kikomunisti kupitia na kupitia",na mimi don na sababu i ni kwa sababu nina gorbachev na mshauri wake ni mimi kwa sababu ilikuwa ni nikita khrushchev naamini najua ni moja ya shule ya zamani ya zamani na uh he is a ni marxist leninist kikomunisti kupitia na kupitia
Swahili,So well i think it ' s just going to take it ' s just going to take a lot of education and a lot of time and like i said i was just umetisha at how at how easy ulikuwa unajua i tu ' t,so well i think it s just going to take it s just going to take a lot of education and a lot of time and like i said i was just umetisha at how at how easy ulikuwa unajua i tu t
